Item Code,Old Code,Description,UOM,Item Type,Forecasted,Manufacturer,Buisness Unit
1-12905-0,DIP-BM0713,LOW DENSITY MEDIUM WEIGHT MESH. 7X13 CM,Ea,TRD,No,DIPRO MEDICAL DEVICES S.r.l.,Medical Equipment
1-12918-0,DIP-BULEV0611,MACROPOROUS LIGHTWEIGHT MESH. 6X11 CM,Ea,TRD,Yes,DIPRO MEDICAL DEVICES S.r.l.,Medical Disposables/Classic
1-12924-0,DIP-BULEV2535,MACROPOROUS LIGHTWEIGHT MESH. 25X35 CM,Ea,TRD,No,DIPRO MEDICAL DEVICES S.r.l.,Medical Equipment
1-12926-0,DIP-BULEV3030,MACROPOROUS LIGHTWEIGHT MESH. 30X30 CM,Ea,TRD,No,DIPRO MEDICAL DEVICES S.r.l.,Medical Equipment
1-12929-0,DIP-BULEVB0611,MACROPOROUS LIGHTWEIGHT MESH. 6X11 CM,Ea,TRD,No,DIPRO MEDICAL DEVICES S.r.l.,Medical Equipment
1-12932-0,DIP-BULEVB1515,MACROPOROUS LIGHTWEIGHT MESH. 15X15 CM,Ea,TRD,No,DIPRO MEDICAL DEVICES S.r.l.,Medical Equipment
1-12955-0,DIP-P3FSL,LOW DENSITY MEDIUM WEIGHT MESH. 6X12 CM,Ea,TRD,No,DIPRO MEDICAL DEVICES S.r.l.,Medical Equipment
1-12965-0,DIP-TL3D,"MACROPOROUS LIGHTWEIGHT 3D PLUG - LARGE SIZE. 4,6X4,3 (HXØ) CM",Ea,TRD,No,DIPRO MEDICAL DEVICES S.r.l.,Medical Equipment
5-10066-0,ROM-SB200,"ARTERY CHECK, SPO2, HR, ALARM, PULSE STRENGTH INDICATOR, OLED DISPLAY",Ea,TRD,No,Rossmax International Ltd,Retail
1-13057-0,X-NS-000K,IV SET - 20 DROPS,Ea,TRD,Yes,Shinva Ande Healthcare Apparatus Co. LTD,Medical Disposables/Classic
1-13066-0,X-ES-000,IV SET TRANSFUSION- 20 DROPS,Ea,TRD,Yes,Shinva Ande Healthcare Apparatus Co. LTD,Medical Disposables/Classic
5-10077-0,ROM-NB80,"NEBULIZER WITH N1 (VAT) BOTTLE, CHILD + ADULT MASK, 1.5M TUBE,",Ea,TRD,No,Rossmax International Ltd,Retail
1-13034-0,JM-S2412-B60NF,"IV BURETTE SET FOR PUMP, 60 DROPS/ML, 150ML, WITH 2Y-INJECTION X-IS-107K",Ea,MFG,No,,Medical Disposables/Classic
2-12861-0,JM-1218-S,"APPLICATOR TIP WELL-PADDED W/COTTON, DISPOSABLE 100EA/BOX",Box,MFG,Yes,,Medical Disposables/Classic
5-10021-0,DOL-90107301,TRANSFER TROLLEY,Ea,TRD,No,Dolsan Medikal Ekipmanlar İmalat Sanayii Ltd. STI,Medical Equipment
5-10025-0,DOL-90205106,PATIENT HANDLING LIFT,Ea,TRD,No,Dolsan Medikal Ekipmanlar İmalat Sanayii Ltd. STI,Medical Equipment
5-10037-0,DOL-90108303,DRESSING TROLLY,Ea,TRD,No,Dolsan Medikal Ekipmanlar İmalat Sanayii Ltd. STI,Medical Equipment
1-13249-0,MN-122-4A253,DISPOSABLE ATRAUMATIC GRASPING FORCEPS,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
1-13051-0,JM-T4417V,"TRAY TRACHEOSTOMY CARE, STERILE WITH VINYL GLOVES",Ea,MFG,Yes,,Medical Disposables/Classic
1-13256-0,MN-122-3G273,DISPOSABLE DOUBLE ACTION FENESTRATED JOHAN GRASPING FORCEPS  (JAW LENGTH: 22MM)   Φ5X330,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
1-13302-0,MN-121-20157,DISPOSABLE VERESS NEEDLE Φ2.0*150,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10149-0,aX-400-100,"INTENSIVE CARE UNIT/ICU VENTILATOR MACHINE, INCLUDING 12.1"""" COLOR TFT TOUCH",Ea,TRD,No,Axcent Medical GMBH,Medical Equipment
5-10161-0,aX-900-901,PACKING ICU,Ea,TRD,No,Axcent Medical GMBH,Medical Equipment
1-13308-0,JF-DW3035,"NON WOVEN DRY WIPES, THERMALLY BONDED 30X35CM, 100PC/PK",Ea,TRD,Yes,Jamjoom Fullcare Corporation,Medical Disposables/Classic
5-10167-0,FZ-F-30.60,SUCTION PUMP 2X2 LT JAR 230V-50/60 HZ,Ea,TRD,No,Fazzini Srl,Medical Equipment
5-10174-0,FZ-F-31.00,SUCTION PUMP AC/DC 1X1 LT. JAR 230V~ 50/60HZ,Ea,TRD,No,Fazzini Srl,Medical Equipment
1-13126-0,VAC-4350100,WATER TRAPS FOR CASCADE SYSTEM,Ea,TRD,Yes,VacSax Ltd,Medical Disposables/Classic
5-10204-0,FZ-F-31.20/P,SUCTION PUMP AC/DC 1X2 LT JAR 230V~ 50/60HZ WITH FOOT SWITCH PREDISPOSITION,Ea,TRD,No,Fazzini Srl,Medical Equipment
5-10210-0,FZ-F-35.60/P,SUCTION PUMP 2X2 LT.JAR 230V-50/60 HZ AND FOOT SWITCH PREDISPOSITION,Ea,TRD,No,Fazzini Srl,Medical Equipment
1-13316-0,FZ-05.25000,SET OF UTERINE ASPIRATION CANNULA MADE IN S.S. WITH HANDLE SIZE MM.6/8/10/12/14,Ea,TRD,No,Fazzini Srl,Medical Equipment
5-10222-0,SH-040-000912-00,12PIN 5-LEAD CLIP CONNECTOR ECG CABLE/ANTI-DEFIBRILLATION/IEC,Ea,TRD,No,Shenzhen Comen Medical Instruments Co.Ltd,Medical Equipment
5-10517-0,MN-222-0S4883,SPOON  FORCEPS Φ 10X360,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
5-10283-0,DOL-90101212.T6.K3.W8,SIMPLE 3 HOSPITAL BED WITH 2 CRANKS,Ea,TRD,No,Dolsan Medikal Ekipmanlar İmalat Sanayii Ltd. STI,Medical Equipment
5-10349-0,DOL-90201159,OPERATING LIGHT,Ea,TRD,No,Dolsan Medikal Ekipmanlar İmalat Sanayii Ltd. STI,Medical Equipment
5-10558-0,6011B-PA00119,"VS-600: NIBP, LI-ION BATTERY (4500MAH), SMARTEMP",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
4-10071-0,MN-222-5S3903,MANHES  BIOPSY  FORCEPS Φ 5X360,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
4-10099-0,MN-222-5Y3903,MANHES  BIOPSY  FORCEPS  INSERT Φ 5X360,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
4-10101-0,MN-222-0Y301,INSULATED  SHAFT Φ 10X360,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
5-10269-0,SH-040-000937-00,DISPOSABLE NEO CUFF 4# (7.0~12.8CM),Ea,TRD,No,Shenzhen Comen Medical Instruments Co.Ltd,Medical Equipment
1-13439-0,EK-PS-MTM-52,TRANSPORT MEDIA,Ea,TRD,Yes,EKF-diagnostic GmbH,Medical Disposables/Classic
1-13508-0,CO-50004-CSE,"AQUAGUARD MOISTURE BARRIER SHEET 4X4"", 14 PACKAGES OF 7 SHEETS",Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13514-0,CO-50012-CSE,"AQUAGUARD MOISTURE BARRIER SHEET 12X14"", 14 PACKAGES OF 7 SHEETS",Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13515-0,CO-TWBD1022,SURGICLEAR 4CM X 4CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
5-10400-0,MN-048-007715-00,LAPAROSCOPE STERILIZING BOX(AUTOCLAVABLE),Ea,TRD,No,"Nanjing Mindray Bio-Medical Electronics Co., Ltd.",Medical Equipment
5-10408-0,MN-101-000434-00,LIGHT GUIDE CABLE ADAPTER FOR STORZ CAMERA CONTROL UNIT,Ea,TRD,No,"Nanjing Mindray Bio-Medical Electronics Co., Ltd.",Medical Equipment
1-13328-0,ROM-NB500,"HEAVY DUTY PISTON NEB. WITH N1 (VAT) BOTTLE, CHILD + ADULT MASK, 1.5M TUBE, FILTERS X 5PCS, MOUTHPIECE, STRING BAG (S-010)",Ea,TRD,No,Rossmax International Ltd,Retail
1-13458-0,Newtech 600,HELIOSHERE GASTRIC BALLON 600,Ea,TRD,No,Helioscope France,Medical Equipment
5-10612-0,6012B-PA02236,"VS-900: 8.4“ COLOR LED, TOUCH SCREEN, WITH LI-ION BATTERY (4500MAH)X1, NIBP, MASIMO SPO2, ADT, EMR, , RECORDER, 5G/2.4G WI-FI, MULTI-FUNCTION CONNECTOR",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10617-0,6012B-PA01435,"VS-900: 8.4“ COLOR LED, TOUCH SCREEN, WITH LI-ION BATTERY (4500MAH)X1, NIBP, MINDRAY SPO2, SMARTTEMP, ADT, EMR, , MULTI-FUNCTION CONNECTOR",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
1-13343-0,CO-1007575,COVAWOUND™ SILICONE SELF-ADHERENT SOFT SILICONE FOAM DRESSING 7.5X7.5 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13351-0,Co-1012026,COVAWOUND™ SILICONE SELF-ADHERENT SOFT SILICONE FOAM DRESSING WITH BORDER 20X26 CM (HEAL),Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13395-0,CO-5011515,COVAWOUND™ HYDROCOLLOID DRESSING WITH BORDER 15X15 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13399-0,CO-5201010,COVAWOUND™ HYDROCOLLOID DRESSING (THIN/TRANSPARENT) 10X10 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13403-0,CO-5201518,COVAWOUND™ HYDROCOLLOID DRESSING (THIN/TRANSPARENT) 15X18 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13416-0,CO-6038510,COVAVIEW™ IV TRANSPARENT IV DRESSING 8.5X10 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13434-0,JM-8900-M750G-1,"MASK NEBULIZER SET, ADULT W/7FT.(2METER) TUBE & MEAS.CHAMBER",Ea,MFG,No,,Medical Disposables/Classic
4-10105-0,MN-221-01225,AUTOSHIELD TROCAR ᴓ10 X 95 MM,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
4-10114-0,MN-221-56626,V HANDLE LEFT CURVED NEEDLE HOLDER,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
4-10115-0,MN-221-56636,V HANDLE RIGHT CURVED NEEDLE HOLDER,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
4-10117-0,MN-221-05146,"ENDO APPLIER FOR LARGE TITANIUM CLIP , SINGLE ACTION",Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
1-13453-0,CO-TWBD1017,SURGICLEAR 4X7 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
2-13462-0,CO-TWBD1020,IV CLEAR™ ANTIMICROBIAL CLEAR SILICONE ADHESIVE SECUREMENT DRESSING WITH CHLORHEXIDINE AND SILVER 6X7 CM NOTECHED,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-10092-1,JM-C2103-L,"SHOE COVER (BOOTS) N-W BLUE BIG SIZE, 43GSM",Ea,MFG,Yes,,Medical Disposables/Classic
1-13477-0,VY-AH180,"AIRLIFE HIGH-PERFORMANCE DUAL-LIMB HEATED CIRCUIT FOR ADULTS, 5'",Ea,TRD,Yes,Vyaire BV,Medical Disposables/Classic
1-13480-0,VY-SNL-20,SUPERNO2VA NASAL INTERFACE LARGE,Ea,TRD,Yes,Vyaire BV,Medical Disposables/Classic
1-13490-0,JF-T3340-3,HAMEMODIALYSIS PACK (POST/FREE DIALYSIS),Ea,TRD,Yes,Jamjoom Fullcare Corporation,Medical Disposables/Classic
5-10630-0,6012B-PA02018,"VS-900: 8.4“ COLOR LED, TOUCH SCREEN, WITH LI-ION BATTERY (4500MAH)X1, NIBP, MINDRAY SPO2, IR TEMP DOCK(COVIDIEN/EXERGEN) (COVIDIEN GENIUS 2 THERMOMETER INCLUDED), ADT, EMR, , RECORDER, MULTI-FUNCTION CONNECTOR",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10380-0,aX-900-903,AX-900-903 - PACKING MONITORING,Ea,TRD,No,Axcent Medical GMBH,Medical Equipment
4-10129-0,HE-Newtech 720,HELIOSHERE GASTRIC BALLON 720,Ea,TRD,No,Helioscope France,Medical Equipment
5-10474-0,MN-222-5T3043,"STRAIGHT  DISSECTING  AND  GRASPING  FORCEPS.ATRAUMATIC Φ 5X360,  WITH  RATCHET",Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
5-10484-0,MN-222-5T3223,"GRASPING  FORCEPS,ATRAUMATIC,SPOON-SHAPED Φ 5X360,  WITH  RATCHET",Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
5-10496-0,MN-222-0T3403,"CLAW  FORCEPS，2X3  TEETH，SHORT Φ 10X360,  WITH  RATCHET",Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
5-10683-0,M1K6B-PA00033,"UMEC10: 10.4"" NON-TOUCH SCREEN, ECG, RESP, MINDRAY SPO2, NIBP, 1-CH TEMP, MINDRAY 3/5-LEAD ECG ALGORITHM + ARR + ST, LI-ION BATTERY (11.1V, 2500MAH), 2 USB PORT",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-11030-0,PRA-8YS64H100TT1_VP,NEOP PREMIUM 600X400 NURSING TROLLEY H100 TELESCOPIC DRAWERS 5M - APPLE GREEN,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11040-0,PRA-8YCHS164H100_BC,NEOP BASIC 600X400 NURSING TROLLEY H100 DOOR WING + CODE LOCK – SKY BLUE,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
1-13621-0,JM-FMASK-B,SURGEON MEDICAL FACE MASK WITH TIE,Ea,MFG,Yes,,Medical Disposables/Classic
5-11063-0,PRA-8YCHST144H100_RM,NEOP BASIC NURSING TROLLEY 400X400 H100 DOOR WING + CODE LOCK - MAGENTA PINK,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11064-0,PRA-8YCHST144H100_VP,NEOP BASIC NURSING TROLLEY 400X400 H100 DOOR WING + CODE LOCK - APPLE GREEN,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11065-0,PRA-8YCHST144H100_BC,NEOP BASIC NURSING TROLLEY 400X400 H100 DOOR WING + CODE LOCK - SKY BLUE,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-10741-0,MN-DJ15-0009-001,"MAIN UNIT: SINGLE VERSION CONTAINS: HYLED X9, AICS PLUS(X9) & MULTI-FUNCTIONAL HANDLE FUNCTION",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10765-0,MN-115-060848-00,"STERILIZABLE HANDLE(INTEGRATED, HYLED X)",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10767-0,MN-115-060847-00,MULTI-FUNCTIONAL HANDLE UPGRADE KIT,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10783-0,MN-DJ15-0057-079,HYLED X9/X5/X5,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-11227-0,MN-045-001057-00,VS-600/900 ROLLING STAND,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-11245-0,MN-DJ15-1026-053,"ELECTRICAL SOCKET, BRITISH, GREEN, 13A/250V, IP44, BERKER",Ea,TRD,No,"Nanjing Mindray Bio-Medical Electronics Co., Ltd.",Medical Equipment
4-10138-0,VY-9446-910,"VITAL SIGNS CARDIAC OUTPUT IN-LINE INJECTATE PROBE FOR  GE MONITORS, EDWARDS CO SET 0.9 M/3 FT",Ea,TRD,Yes,Vyaire BV,Medical Disposables/Classic
4-10155-0,VY-38401817,"VITAL SIGNS DIAGNOSTIC CARDIOLOGY LEADWIRE, GROUPED 10/SET, BANANA, AHA",Ea,TRD,Yes,Vyaire BV,Medical Disposables/Classic
4-10161-0,VY-2090101-060,MULTI LINK X2 ECG REUSABLE TELEMETRY ADAPTER 5 LEAD FOR MINDRAY,Ea,TRD,Yes,Vyaire BV,Medical Disposables/Classic
4-10162-0,VY-2090101-080,MULTI LINK X2 ECG REUSABLE TELEMETRY ADAPTER 5 LEAD FOR PHILIPHS,Ea,TRD,Yes,Vyaire BV,Medical Disposables/Classic
4-10164-0,VY-2090101-090,MULTI LINK X2 ECG REUSABLE ADAPTER 3 LEAD FOR NIHON KOHDEN,Ea,TRD,Yes,Vyaire BV,Medical Disposables/Classic
5-10951-0,PRA-8YM64H120DEV36_VP,NEOP PREMIUM MEDICINE TROLLEY 600X400 H120 PDA ROLL DISPENSER H110 36 PATIENTS - APPLE GREEN,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11179-0,PRA-AH09308,COVER FOR LINEN TROLLEYS - 20 TO 25 PATIENTS + HANGING ROD,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-10890-0,MN-045-001189-00,VS/IPM/IMEC STAND KIT,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10910-0,MN-DJ15-0001-005-P,INCLUDE HYBASE 3000 MAIN UNIT HEAD PLATE LEFT LEG PLATE RIGHT LEG PLATE MEMORISED FOAM PAD HAND CONTROL W/O SHIFT LIGHT ANA. FRAME W/CLAMP 2 HEAVY ARM BOARD W/CLAMP(MFP),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
1-13580-0,ME-MSGLT-11,"ADULT ECG ELECTRODE ADULT ECG ELECTRODES DIA. 40MM FOAM BACKING, SOLID GEL, SS STUD, ENHANCED ADHESIVE",Ea,TRD,Yes,MEDICO ELECTRODE INTERNATIONAL,Medical Disposables/Classic
5-10792-0,MN-045-001384-00,ROLLING STAND(BENEHEART R12)(ENGLISH),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10799-0,MN-0010-30-12158,"CUFF WITH CONNECTOR (CHILD, CM1202, 18-26CM)",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10802-0,MN-0011-30-37392,ADULT REUSABLE TEMPERATURE PROBE (ENDOCAVITY),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-11115-0,PRA-AGIL4_07,400X400 AGILY TROLLEY - CONFIGURATION N°07,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11144-0,PRA-FA44203.23,DRESSING TROLLEY 400 X 400 - 2 SHELVES + 3 DRAWERS (1 KEY-LOCKED) - APPLE GREEN COLOUR,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11189-0,PRA-AB12181,BACK-TO-BACK 4-BAG HAMPER WITH LIDS,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-10852-0,MN-DJ15-0026-023,LOW CEILING SPRING ARM FOR HYLED7,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10854-0,MN-DJ15-0057-059,HYLED 600M WITH BATTERY,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10867-0,MN-DJ-15-0061-005,VIDEO/COMPOSITE/CVBS CABLE,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10870-0,MN-115-019378-00,HDMI CABLE,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10718-0,MN-9207B-XA00014,"EPM 12MAIN UNIT WITH 12.1""TOUCHSCREN,EWS+24HECG SUMRY+GCS,2USBPORT,MINDRAY3/5-LEAD+ARR+ST,MINDRAYSPO2 MODULE,2IBP+C.O.MODULE,SIDESTREAM CO2 MODULE,2G DATASTORAGE, RECORDER,LI-IONBATTERY(11.1V,2600MAH)5G/2.4GWIFI,ANALOG+DEFIB+NURSECAL+DP9VGA",Ea,TRD,No,"Nanjing Mindray Bio-Medical Electronics Co., Ltd.",Medical Equipment
5-10650-0,M1K6B-PA00040,"UMEC10: 10.4"" TOUCH SCREEN,  ECG, RESP, MINDRAY SPO2, NIBP, 1-CH TEMP , MINDRAY 3/5-LEAD ECG ALGORITHM + ARR + ST, LI-ION BATTERY (11.1V, 2500MAH), 2 USB PORT, RECORDER, ANALOG/VGA PORT",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10996-0,PRA-8Y002_0010F2,WING DOOR FOR STRUCTURE WITH TELESCOPIC DRAWERS - H100,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-10998-0,PRA-8Y004_0010VP,APPLE GREEN COLOUR - H100 STRUCTURE,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11001-0,PRA-8Y244H100T,2 COLUMNS TROLLEY 400 X 400 - H100 - PANELS FOR TELESCOPIC DRAWERS,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11008-0,PRA-8D060_CODE,"HEBDO TROLLEY, 60 LEVELS - ROLLER SHUTTER - CODE LOCK - BARE - POP BLUE COLOUR",Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11024-0,PRA-8YS64H100TJ2_VP,NEOP PREMIUM 600X400 NURSING TROLLEY JOINT DRAWERS H100 3P / 2M / 1G - APPLE GREEN,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11432-0,MN-DJ15-0001-030-P,HYBASE V8 OPERATING TABLE,Ea,TRD,No,"Nanjing Mindray Bio-Medical Electronics Co., Ltd.",Medical Equipment
5-11458-0,MN-115-013018-00,DRAINAGE BOWL FOR GYNECOLOGY & UROLOGY,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-11570-0,MN-115-057850-00,"CM1300E BLADDERLESS CUFF, NEO, REUSABLE, 8-15 CM, WITH CONNECTOR",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-11375-0,MN-115-059311-00,WRIST SUPPORT,Ea,TRD,No,"Nanjing Mindray Bio-Medical Electronics Co., Ltd.",Medical Equipment
2-13786-0,JM-B84200-2,"BLOOD LINE TUBING SET,FOR GAMBRO, SET OF ARTERIAL & VENOUS LINE, MEDICAL GRADE BIOCOMATIBILITY PVC, ANTI-KINKING DESIGN, WITH DRAINAGE BAG",Ea,MFG,Yes,,Medical Disposables/Classic
5-11609-0,MN-122-31011,DISPOSABLE BIPOLAR SINGLE ACTION MARYLAND 5X330,Ea,TRD,No,"Nanjing Mindray Bio-Medical Electronics Co., Ltd.",Medical Equipment
1-13795-0,JM-C2555-15,"TUBE, TUBE FEEDING, NASOGASTRIC, P.V.C., WITH LUER FITTING, 05 FG X 38 CM, DISPOSABLE, STERILE",Ea,MFG,No,,Medical Disposables/Classic
5-11617-0,MN-115-047824-00,LATERAL POSITIONER FOR THE LEG,Ea,TRD,No,"Nanjing Mindray Bio-Medical Electronics Co., Ltd.",Medical Equipment
1-13803-0,MN-0651B-CTO-P+12LEAD+SpO2+NIBP+CO2+T-WIFI,"BENEHEART D6:8.4"",BIPHASIC,MINDRAY 12-LEAD ECG(ARR)MINDRAY SPO2,NIBP,CO2,2TEMP,THERMAL RECORDER(50MM)PACE FUNCTION,WIFI,DATA MANAGEMENT",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
1-13809-0,MC-ES1052,"SYRINGE, ENTERAL FEEDING, ENFIT/ENLOCK, 5ML, WITH CAP, STERILE",Ea,TRD,Yes,Medcaptain Medical Technology Co.Ltd,Medical Disposables/Classic
1-13810-0,MC-SC1208,"CLOSED CATHETER SUCTION 72H,OD: 8FR, 30.5CM, WITH FLEX TUBE AND DISCONNETION WEDGE ,Y-PIECE, WITH ISOLATION VALVE, WITH MDI PORT, FOR TRACHEAL TUBE,",Ea,TRD,Yes,Medcaptain Medical Technology Co.Ltd,Medical Disposables/Classic
1-13812-0,MC-SC1212,"CLOSED CATHETER SUCTION 72H,OD: 12FR, 55CM, WITH FLEX TUBE AND DISCONNETION WEDGE,Y-PIECE, WITH ISOLATION VALVE, WITH MDI PORT, FOR TRACHEAL TUBE",Ea,TRD,Yes,Medcaptain Medical Technology Co.Ltd,Medical Disposables/Classic
1-13832-0,JM-P22003-A,"DRAPE, SURGICAL, PACK, FOR T.U.R, STERILE",Ea,MFG,Yes,,Medical Disposables/Classic
5-11433-0,MT-FM-018,THE PERSONAL DIABETES MANAGER (PDM) A7+ TOUCHCARE,Ea,TRD,No,Medtrum Technologies Inc.,Retail
5-11455-0,"MN-M1K7B-CTO-IBP,CO2","UMEC15: 15.1"" NON-TOUCHSCREEN, ECG, RESP, MINDRAYSPO2, NIBP, 2-CH TEMP, MINDRAY 3/5-LEAD ECG ALGORITHM+ ARR + ST, 2-CH IBP + C.O., CO2 MODULE, LI-ION BATTERY(10.95V, 2500MAH), 2 USB PORT, ANALOG/VGA PORT",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-11470-0,MN-DJ15-0101-001,ALUMINUM HEADREST SYSTEM,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
